id,title,label,,,,,,,
2921,"A novel sampling methodology exploiting the least correlated-columns for angle of arrival estimation (vol 55, pg 1, 2022)",Computer Science / Algorithms / AoA estimation by sampling,,,,,,,
2922,Computationally efficient MUSIC based DOA estimation algorithm for FMCW radar,Computer Science / Algorithms / MUSIC DOA estimation,,,,,,,
2923,Analysis and Simulation of DoA Estimation Techniques,Computer Science / Algorithms / DoA estimation analysis,,,,,,,
2924,A new improved algorithm for low complexity wideband angle of arrival estimation,Computer Science / Algorithms / Wideband AoA estimation,,,,,,,
2925,Design and Implementation of PN Code Generator for Frequency Hopping System,Computer Science / Computer Networks / PN code for frequency hopping,,,,,,,
2926,Analysis and simulation of active filters using operational transconductance amplifier (OTA),Engineering / Electrical Engineering / OTA filter simulation,,,,,,,
2927,Study of the Effect of RCS on Radar Detection,Engineering / Electrical Engineering / Radar cross-section effect,,,,,,,
2928,Design and Implementation of one Bit Arithmetic Logic Unit Using FPGA,Computer Science / Computer Architecture / One-bit ALU on FPGA,,,,,,,
2929,Design of ultrasonic radar,Engineering / Electrical Engineering / Ultrasonic radar design,,,,,,,
2930,Hardware implementation of artificial neural network using field programmable gate array,Computer Science / Artificial Intelligence / Neural network on FPGA,,,,,,,
2931,Energy conservation using voice recognition,Computer Science / Human-Computer Interaction / Voice-based energy control,,,,,,,
2932,Design artificial neural network using FPGA,Computer Science / Artificial Intelligence / ANN design with FPGA,,,,,,,
2933,Design and Implementation of PN Code Generator for Frequency Hopping System,Computer Science / Computer Networks / PN code generation,,,,,,,
2934,Design And Implementation Of A Special Purpose Arithmetic Unit For Different Logic Functions,Computer Science / Computer Architecture / Special arithmetic unit,,,,,,,
2935,A Novel Algorithm To Detect Changes In Surveillance Video,Computer Science / Computer Vision / Change detection in video,,,,,,,
2936,Personalized Skincare: Correlating Genetics with Skin Phenotypes through DNA Analysis,Life Sciences / Genetics / Skin phenotype genetics,,,,,,,
2937,"Estimation of serum calcium on the severity and mortality in COVID-19 infections in Sulaymaniyah City, Kurdistan Region of Iraq: A cross-sectional study",Health Sciences / Medicine / Calcium and COVID-19 severity,,,,,,,
2938,Assessing the Planning and Design of Sulaimani City Entrances An Evaluative Approach,Architecture & Design / Urban Planning / City entrance evaluation,,,,,,,
2939,Transport Assessment Using Bayesian Method to Determine Ride-Hailing in Kula Lumpur: A Case Study,Transportation / Urban Transportation / Ride-hailing assessment,,,,,,,
2940,The smart parking implementation as a solution for on-street parking: A case study of Sulaimani City,Transportation / Urban Transportation / Smart parking solution,,,,,,,
2941,Adapting Outdoor Space for Post COVID-19,Architecture & Design / Urban Planning / Outdoor space adaptation,,,,,,,
2942,Reshaping Public Spaces Under Impacts of Covid-19,Architecture & Design / Urban Planning / Public space reshaping,,,,,,,
2943,The Impact of Static and Dynamic Factors on Sulaymaniah Urban Sprawl,Architecture & Design / Urban Planning / Urban sprawl factors,,,,,,,
2944,Urbanization and urban sprawl issues in city structure: A case of the Sulaymaniah Iraqi Kurdistan Region,Architecture & Design / Urban Planning / Urban sprawl in Sulaymaniah,,,,,,,
2945,"Urbanization and urban sprawl issues in city structure: A case of the Sulaymaniah Iraqi Kurdistan Region. Sustainability, 11 (2), 485",Architecture & Design / Urban Planning / Urban structure in Sulaymaniah,,,,,,,
2946,Spatial-Temporal Assessment and Characterizing Urban Sprawl for the City of Sulaymaniah-Iraq from 1925-2018,Architecture & Design / Urban Planning / Urban sprawl assessment,,,,,,,
2947,Study on Residential Issues Under Rapid Development in Iraq-Sulaymaniah City,Architecture & Design / Urban Planning / Residential issues in urban growth,,,,,,,
2948,Settlement Morphology of Sulaymaniah-Iraq Between Past and Present,Architecture & Design / Urban Planning / Urban settlement morphology,,,,,,,
2949,Seeking Sustainable Housing Solutions: China and Iraq from Convergence to Divergence,Architecture & Design / Urban Planning / Sustainable housing comparison,,,,,,,
2950,The Role of the Mosque in the Kurdistan Community Development,Architecture & Design / Urban Planning / Mosque and community development,,,,,,,
2951,Adapting Outdoor Space for Post COVID-19,Architecture & Design / Urban Planning / Outdoor space planning,,,,,,,
2952,"Response of"" Salakhani"" Pomegranate Trees to Spraying with Moringa Leaves Extract, Garlic, and Turmeric",Agriculture & Forestry / Crop Science / Pomegranate response to foliar spray,,,,,,,
2953,Response pomegranate (Punica granatum ct. Salakhan) cutting of foliar spraying with alga 600 and growth media,Agriculture & Forestry / Crop Science / Pomegranate foliar treatment,,,,,,,
2954,"Shadi Park Renovation with Social Development Emphasis: A Case Study Halabja City, Iraq",Architecture & Design / Landscape Architecture / Park renovation for social impact,,,,,,,
2955,Determination of soil erosion in erdemli microcatchment using Geographic Information System (GIS),Environmental Studies / Conservation / Soil erosion mapping,,,,,,,
2956,Rethinking Economic Growth: Integrating,Economics & Finance / Macroeconomics / Economic growth integration,,,,,,,
2957,Rethinking Economic Growth: Integrating Environmental Constraints into Growth Theories,Economics & Finance / Macroeconomics / Growth with environmental constraints,,,,,,,
2958,"Beyond economic growth: neo-liberalism, alternative theories, and the future of economic development",Economics & Finance / Macroeconomics / Alternatives to economic growth,,,,,,,
2959,Characterization of natural zeolite and evaluation of its adsorption capacity,Environmental Studies / Waste Management / Zeolite adsorption capacity,,,,,,,
2960,Tanjaro River Pollution and its Impact on the Aquatic Food Chain,Environmental Studies / Pollution Control / Tanjaro river pollution,,,,,,,
2961,Gypsum Calcination in order to Clear Impurities and to Use Phosphogypsum at its Entire Cycle Microbial Bioremediation,Environmental Studies / Waste Management / Phosphogypsum bioremediation,,,,,,,
2962,"The Role of Agriculture Sector in Eradicating Poverty: Challenges, Policies, and Pathways for Economic Growth in Less Developed Countries",Agriculture & Forestry / Agricultural Economics / Agriculture and poverty,,,,,,,
2963,Attracting Foreign Direct Investment Is Central to Successful Economic Development and Balance with Environmental Protection,Economics & Finance / International Business / FDI and environmental balance,,,,,,,
2964,Journalistic objectivity in the Kurdistan region of Iraq: examining the relationship between journalists and politicians,Communications & Media / Journalism / Objectivity in journalism,,,,,,,
2965,Conceptualization of the Capital Maintenance,Economics & Finance / Financial Markets / Capital maintenance concept,,,,,,,
2966,Conversion of Natural Bentonite into Effective Adsorbents for Removing of Pb 2 Ions from Wastewater,Environmental Studies / Waste Management / Bentonite for lead removal,,,,,,,
2967,Kinetic Studies of Heavy Metal Removal from Industrial Wastewater by Using Natural Zeolite,Environmental Studies / Waste Management / Zeolite for metal removal,,,,,,,
2968,Origins of water pollution in Tanjaro River,Environmental Studies / Pollution Control / Water pollution in Tanjaro,,,,,,,
2969,Synthesis of zeolite A from Iraqi natural kaolin using a conventional hydrothermal synthesis technique,Environmental Studies / Waste Management / Zeolite A from kaolin,,,,,,,
2970,Vipulanandan constitutive models to predict the rheological properties and stress–strain behavior of cement grouts modified with metakaolin,Engineering / Civil Engineering / Metakaolin-modified grout behavior,,,,,,,
2971,Heavy metal removals from industrial wastewater using modified zeolite: study the effect of pre-treatment,Environmental Studies / Waste Management / Modified zeolite for wastewater,,,,,,,
2972,Synthesis of Zeolite Na-LSX from Iraqi Natural Kaolin using Alkaline Fusion Prior to Hydrothermal Synthesis Technique,Environmental Studies / Waste Management / Zeolite Na-LSX synthesis,,,,,,,
2973,Synthesis of Zeolite Na-LSX from Iraqi Natural Kaolin Using Alkaline Fusion before Hydrothermal Synthesis,Environmental Studies / Waste Management / Iraqi kaolin to Na-LSX,,,,,,,
2974,Heavy metal removals from industrial wastewater using synthetic zeolite converted from Iraqi natural kaolin,Environmental Studies / Waste Management / Synthetic zeolite for heavy metals,,,,,,,
2975,The purification of industrial wastewater to remove heavy metals and investigation into the use of zeolite as a remediation tool,Environmental Studies / Waste Management / Zeolite for wastewater purification,,,,,,,
2976,Removal of heavy metal ions from industrial wastewater by scolecite,Environmental Studies / Waste Management / Scolecite for heavy metal removal,,,,,,,
2977,Contemporary Research Analysis,///,,,,,,,
2978,"Batch Absorption, Regeneration Studies of The Natural Zeolite and Evaluate Their Performance of Removal Efficiency Over Multiple Cycles",Environmental Studies / Waste Management / Zeolite reuse performance,,,,,,,
2979,"Evaluation of Age-Friendliness in Primary Health Care Centers in Sulaimani Governorate, Iraq",Health Sciences / Public Health / Age-friendly healthcare,,,,,,,
2980,Prevalence of Cognitive Impairment Amongst Older Adults and the Associated Risk Factors,Health Sciences / Mental Health / Cognitive impairment in elderly,,,,,,,
2981,Effects of school closure on transmission of COVID-19. A rapid systematic review,Health Sciences / Public Health / COVID-19 school closure impact,,,,,,,
2982,The management of helicobacter pylori infection in Sulaimani City.,Health Sciences / Medicine / H. pylori infection management,,,,,,,
2983,"Carbon Footprint, Financial Structure, and Firm Valuation: An Empirical Investigation",Business & Management / Strategic Management / Carbon footprint and firm value,,,,,,,
2984,The Role of Islamic Banking on Iraqi  Economic Development,Economics & Finance / Banking / Islamic banking and development,,,,,,,
2985,Corporate Governance and Sustainable Improvement of Islamic Banking Performance in Iraq,Business & Management / Strategic Management / Islamic banking governance,,,,,,,
2986,"The Influence of The Islamic Human Development Index (I-HDI), Employment Opportunities and Minimum Wage on Poverty with Unemployment as an Intervening Variable",Economics & Finance / Macroeconomics / I-HDI and poverty,,,,,,,
2987,Assessing the impact of COVID-19 on capital structure dynamics: evidence from GCC economies,Economics & Finance / Financial Markets / COVID-19 and capital structure,,,,,,,
2988,Do Profitability and Leverage Influence Dividend Policy? Evidence from Emerging Countries,Economics & Finance / Financial Markets / Dividend policy determinants,,,,,,,
2989,The Effect of Consumer Perception toward Home Financing Moderated by Religious Belief.,Business & Management / Marketing / Consumer perception in home financing,,,,,,,
2990,Corporate Governance and its relationship with financial performance in Iraq,Business & Management / Finance/ Governance and financial performance,,,,,,,
2991,Corporate Governance and Its Relationship with the Working Capital Management in Europe,Business & Management / Finance / Governance and working capital,,,,,,,
2992,What Drives Individuals to Adopt Fintech: Extended TAM Model with Gender as Moderating Variable,Business & Management / Marketing / Fintech adoption behavior,,,,,,,
2993,The Impact of the Current Ratio and Profitability Ratio on Solvency Ratios: An Applied Study in the Tehran Stock Exchange,Economics & Finance / Financial Markets / Solvency and profitability ratios,,,,,,,
2994,ANALYZING THE IMPACT OF FINANCIAL RATIOS ON FIRM FINANCIAL PERFORMANCE “APPLIED STUDY ON AGRICULTURE SECTOR”,Business & Management / Finance / Financial ratios and performance,,,,,,,
2995,The Phenomenon of Money Laundering and Its Impact on Economic Growth in Iraq,Economics & Finance / Financial Markets / Money laundering and growth,,,,,,,
2996,The Relationship Between Firm Size and Profitability:“Evidence from the Commercial Banks in Iraq”,Economics & Finance / Financial Markets / Firm size and profitability,,,,,,,
2997,The Effect of Capital Structure on Financial Performance “Applied study in Turkish Stock Exchange”,Business & Management / Finance / Capital structure and performance,,,,,,,
2998,The Impact of Changes in Government Accounting Policies to Achieve the Requirements of Administrative Reform “An Exploratory Study of a Sample of Government Departments …,Business & Management / Accounting / Government accounting reform,,,,,,,
2999,A Critical Review of the Market Efficiency Concept,Economics & Finance / Financial Markets / Market efficiency theory,,,,,,,
3000,The Impact of Taxation as an Aid to Economic Development (Applied Study in Kurdistan Regional Government),Economics & Finance / Macroeconomics / Taxation and economic development,,,,,,,
3001,Consumer Behavior toward the Use of Credit Cards: The Empirical Evidence from Iraq,Business & Management / Marketing / Credit card consumer behavior,,,,,,,
3002,The Development of Statements of Accounting Concepts and Accounting Standards in less-developed countries “in the case of oil producing countries”,Business & Management / Accounting / Accounting in oil-producing countries,,,,,,,
3003,Internal control systems & its relationships with the financial performance in telecommunication companies―a case study of Asiacell‖,Business & Management / Finance / Internal control and financial performance,,,,,,,
3004,The impact of financial statement analysis on the profitability assessment (applied study of kirkuk company for producing constructional materials),Business & Management / Accounting / Financial statement analysis,,,,,,,
3005,The Impact Of Reviewing Interim Financial Reports On The Investors Decisions In Kurdistan Region,Business & Management / Finance / Interim reports and investor decisions,,,,,,,
3006,Gender Differences in the Antecedents of Fintech P2p Financing with Moderating Effect of Taxation,Business & Management / Marketing / Gender in fintech financing,,,,,,,
3007,Relationship Between Socio-Demographic Characteristics and Food Labeling Consumption in Sulaimani City by Using Chi-Square Test,Health Sciences / Public Health / Food labeling and demographics,,,,,,,
3008,Effect of organic fertilizer and chemical fertilizer on growth and yield of Wheat (Triticum aestivm),Agriculture & Forestry / Crop Science / Organic vs chemical fertilizer in wheat,,,,,,,
3009,Inheritance of some growth and yield traits in bread wheat using line× tester analysis,Agriculture & Forestry / Crop Science / Inheritance of wheat traits,,,,,,,
3010,Radioprotective effect of Nigella sativa Oil (NSO) against radiation-induced hepatic toxicity and haematological alteration in irradiated albino mice,Life Sciences / Pharmacology / Radioprotective effect of Nigella sativa,,,,,,,
3011,"Assessment of liver, thyroid gland and growth hormone functions in beta thalassemia major",Health Sciences / Medicine / Hormonal function in thalassemia,,,,,,,
3012,"Determination of Potassium Bromate in Bread Brands in Sulaimani City, Kurdistan-Iraq",Health Sciences / Nutrition / Potassium bromate in bread,,,,,,,
3013,"prevalence rate and correlation between triglyceride level and human body mass index in Sulaimani Province, Iraq",Health Sciences / Nutrition / Triglyceride and BMI correlation,,,,,,,
3014,An Evaluation of Effects of Black Grape and Ginger Extracts on Hematological Alteration and Lipid Peroxidation of Hepatocyte in Irradiated Albino Mice.,Life Sciences / Pharmacology / Grape and ginger extract effects,,,,,,,
3015,Preparation and Characterization of Neodymium (III) arginine complex,Physical Sciences / Chemistry / Neodymium arginine complex,,,,,,,
3016,"Syntheses, characterization, biological activity and fluorescence properties of bis-(salicylaldehyde)-1, 3-propylenediimine Schiff base ligand and its lanthanide complexes",Physical Sciences / Chemistry / Schiff base lanthanide complexes,,,,,,,
3017,An Innovative Multi-Dataset Performance Analysis of Machine Learning Classifiers based on Features Reduction for Intrusion Detection,Computer Science / Cybersecurity / Feature reduction in intrusion detection,,,,,,,
3018,Reducing False Negative Intrusions Rates of Ensemble Machine Learning Model based on Imbalanced Multiclass Datasets,Computer Science / Cybersecurity / Ensemble ML intrusion detection,,,,,,,
3019,Performance Analysis of different Machine Learning Models for Intrusion Detection Systems,Computer Science / Cybersecurity / ML models in intrusion detection,,,,,,,
3020,Implementation of Simplified Data Encryption Standard on FPGA using VHDL,Computer Science / Cybersecurity / Encryption on FPGA,,,,,,,
3021,Throughput Performance Evaluation of LTE-Advanced with Inter-band Carrier Aggregation,Computer Science / Computer Networks / LTE performance with carrier aggregation,,,,,,,
3022,Modeling and simulation of novel dynamic control strategy for PV–wind hybrid power system using FGS− PID and RBFNSM methods,Engineering / Electrical Engineering / PV-wind hybrid control modeling,,,,,,,
3023,Energy management of microgrid considering renewable energy sources and electric vehicles using the backtracking search optimization algorithm,Energy / Sustainable Energy Systems / Microgrid energy management,,,,,,,
3024,System Level Study of LTE-Advanced Multiple Antenna System with Inter-Band Carrier Aggregation,Computer Science / Computer Networks / LTE multiple antenna system,,,,,,,
3025,Study of optical fiber design parameters in fiber optics communications,Computer Science / Computer Networks / Optical fiber design,,,,,,,
3026,"Bioactivities, Medicinal Properties, and Advanced Extraction Techniques of Tarragon (Artemisia dracunculus): A Comprehensive Review",Life Sciences / Botany / Medicinal properties of tarragon,,,,,,,
3027,"Fecal Microbiota Transplantation: A Systematic Review of Therapeutic Potential, Preparation Techniques, and Delivery Methods Across Medical Conditions",Health Sciences / Medicine / Fecal microbiota transplantation,,,,,,,
3028,Species Identification and Population Structure of Paracaryum (Boraginaceae)  of Iran using SCoT molecular markers,Life Sciences / Botany / Paracaryum species identification,,,,,,,
3029,Effect of Ag Nanoparticles on morphological and physio-biochemical traits of the medicinal plant Stevia rebaudiana,Life Sciences / Botany / Ag nanoparticles on Stevia,,,,,,,
3030,Comparative study and genetic diversity in Malva using srap molecular markers,Life Sciences / Genetics / Genetic diversity in Malva,,,,,,,
3031,Gene flow and genetic diversity in Consolida (Ranunculaceae) using sequence related amplified polymorphism,Life Sciences / Genetics / Genetic diversity in Consolida,,,,,,,
3032,Ecologyand geographical distribution of ononis l. Spp.(fabaceae) in iraq,Life Sciences / Ecology / Ononis species distribution,,,,,,,
3033,A comparative systematic study of the genus Symphytum L. (Boraginaceae) with new first record of the species Symphytum tuberosum L. from Iraq.,Life Sciences / Botany / Symphytum species in Iraq,,,,,,,
3034,"Role of Spraying by Moringa Leaf, Garlic, and Turmeric Extracts in Pomegranate Leaves Mineral Content",Agriculture & Forestry / Crop Science / Moringa and turmeric foliar effect,,,,,,,
3035,"Response of"" Salakhani"" Pomegranate Trees to Spraying with Moringa Leaves Extract, Garlic, and Turmeric",Agriculture & Forestry / Crop Science / Pomegranate foliar application,,,,,,,
3036,Preserving the postharvest quality of thompson seedless grape by using propolis and aloe vera gel coating,Agriculture & Forestry / Crop Science / Grape postharvest treatment,,,,,,,
3037,IMPROVING THE GROWTH AND PRODUCTIVITY OF FIG TREES BY SPRAYING WITH MORINGA LEAVES EXTRACTS AND GARLIC CLOVES,Agriculture & Forestry / Crop Science / Fig productivity improvement,,,,,,,
3038,"Evaluation of Chemical, Bioactive Compounds and Minerals of Three Mulberry Species",Agriculture & Forestry / Crop Science / Mulberry compound evaluation,,,,,,,
3039,Effect of Bio-Based Protein Coating on the Quality and Shelf Life of Fig Fruit (Ficus Carica L.),Agriculture & Forestry / Crop Science / Bio-coating for fig shelf life,,,,,,,
3040,Effect of Calcium Chelate and Zinc Spray on Storability of Two Strawberry Cultivars (Fragaria X ananassa Duch),Agriculture & Forestry / Crop Science / Calcium and zinc on strawberry storage,,,,,,,
3041,Response of “Rubygem and Sweet Charlie” Strawberry to foliar applications chelated calcium and zinc sulfate,Agriculture & Forestry / Crop Science / Calcium and zinc on strawberry,,,,,,,
3042,"Soil-borne microbes, natural stimulants, and post-harvest  treatments alter quality and phytochemicals of tomato fruit",Agriculture & Forestry / Crop Science / Postharvest quality of tomato,,,,,,,
3043,Effect of Calcium chelate and Zinc Spray on Storability of two Strowberry Cultivars (Fragaria X ananassa Duch),Agriculture & Forestry / Crop Science / Strawberry storability treatment,,,,,,,
3044,Response of Wonderful pomegranate cutting to foliar application of humic acid and different growth medium,Agriculture & Forestry / Crop Science / Pomegranate growth with humic acid,,,,,,,
3045,"MAINTENANCE OF POMEGRANATE FRUIT QUALITY BY COATING WITH FLAXSEED, BLACK SEED OILS, AND CHITOSAN DURING DIFFERENT STORAGE PERIODS",Agriculture & Forestry / Crop Science / Pomegranate quality preservation,,,,,,,
3046,Improving the fig fruits growth and quality by spraying with extracts of moringa leaves and garlic cloves.,Agriculture & Forestry / Crop Science / Fig improvement with moringa,,,,,,,
3047,Storage properties of figs coated using chemically modified whey proteins and caseins,Agriculture & Forestry / Crop Science / Fig coating and storage,,,,,,,
3048,"Response of Black (Morus nigra), White and White Shahtoot (Morus alba) Mulberry Fruits to Ascorbic Acid Treatment and Drying Methods",Agriculture & Forestry / Crop Science / Mulberry response to drying and acid,,,,,,,
3049,Response of “Harme Naska” Pear Fruits to some Postharvest Treatments for Extending the Storage Life and Controlling Decay,Agriculture & Forestry / Crop Science / Pear postharvest storage,,,,,,,
3050,Improving the fig fruits growth and quality by spraying with extracts of moringa leaves and garlic cloves,Agriculture & Forestry / Crop Science / Moringa extract on fig,,,,,,,
3051,Storage properties of figs coated using chemically modified whey proteins and caseins,Agriculture & Forestry / Crop Science / Coated fig storage,,,,,,,
3052,"Response Postharvest Quality of Pomegranates to Thermal Treatments, Immersing in Black Seed and Flaxseed Oils",Agriculture & Forestry / Crop Science / Pomegranate thermal and oil treatment,,,,,,,
3053,Response Postharvest Quality of Diyala Orange to Two Rootstocks and Some Plant Extracts,Agriculture & Forestry / Crop Science / Orange postharvest treatment,,,,,,,
3054,Application of Milk Proteins Co-Precipitates Prepared Using Different Types of Minerals as Coating Materials to Reduce Oil Uptake of Fried Potato Strips,Agriculture & Forestry / Crop Science / Milk protein coating for potato,,,,,,,
3055,Physicochemical properties and phenolic contents of fresh and concentrated juice of four pomegranate cultivars in Iraq,Agriculture & Forestry / Crop Science / Pomegranate juice analysis,,,,,,,
3056,The Epidemiological Characteristics of Coronavirus Disease (COVID-19) in Halabja Province/Kurdistan–Iraq,Health Sciences / Epidemiology / COVID-19 in Halabja,,,,,,,
3057,Effect of spraying with ascorbic and salicylic acids for some quantitative traits in pomegranate Punica granatum L.,Agriculture & Forestry / Crop Science / Ascorbic-salicylic effect on pomegranate,,,,,,,
3058,INFLUENCE OF SOME ANTIOXIDANTS AND LICORICE ROOT EXTRACT ON SOME CHARACTERISTICS OF SALAKHANI POMEGRANATE CUTTING,Agriculture & Forestry / Crop Science / Antioxidant impact on pomegranate,,,,,,,
3059,تأثير الرش بحامض الأسكوربيك ومستخلص الأعشاب البحرية (Acadian) في بعض الصفات الكيمياوية لثمار صنفين من الشليك Rubygem و Sweet Charlie,Agriculture & Forestry / Crop Science / Seaweed and ascorbic on strawberry,,,,,,,
3060,Effect of moringa leaves extracts and licorice roots on some growth characteristics and yield of grape (Vitis vinifera L.) cv. Halawany,Agriculture & Forestry / Crop Science / Moringa-licorice on grape yield,,,,,,,
3061,Effect of foliar spraying with ascorbic acid and seaweed extract (Acadian) on some chemical properties of two Cv. (Rubygem and Sweet Charlie) of Strawberry fruitsتأثير الرش …,Agriculture & Forestry / Crop Science / Seaweed-ascorbic on strawberry,,,,,,,
3062,Effect of foliar applications calcium and zinc sulphate in some chemical properties of two cultivars Strawberry “Rubygem and Sweet Charlie”,Agriculture & Forestry / Crop Science / Calcium-zinc foliar on strawberry,,,,,,,
3063,"تأثير التقليم والتسميد بحامض الهيوميك والرش بحامض الجبرليك في المحتوى المعدني لكرمات العنب صنف بيدنيك Vitis vinifera L.  Physiological role of Pruning, Fertilization with …",Agriculture & Forestry / Crop Science / Grapevine pruning and nutrients,,,,,,,
3064,Effect of foliar applications calcium and zinc sulphate  in  some  chemical  properties  of  two  cultivars  Strawberry  “Rubygem  and  Sweet  Charlie”,Agriculture & Forestry / Crop Science / Foliar calcium-zinc on strawberry,,,,,,,
3065,Effects of foliar application of urea and potassium chloride on some physicochemical properties of “Damson” plum fruits,Agriculture & Forestry / Crop Science / Urea-potassium on plum fruit,,,,,,,
3066,Effects of foliar application of urea and potassium chloride on some physicochemical properties of “Damson” plum fruits. nd Int. Conference of Agricultural Sciences. College of …,Agriculture & Forestry / Crop Science / Urea-potassium foliar on plum,,,,,,,
3067,"Effect of number eyes left after pruning, fertilization with humic acid and spraying with gibberellic acid in some mineral content of vineyards Thompson cv. Vitis vinifera L.",Agriculture & Forestry / Crop Science / Grape pruning and gibberellic acid,,,,,,,
3068,Effect of urea and potassium chloride spraying and the harvesting date on some quantitative and storability properties of plum fruits (Prunus domestica L.) cv. Damson,Agriculture & Forestry / Crop Science / Plum storage and harvesting,,,,,,,
3069,Effect of immersion in calcium chloride and neem extract on storability of plum fruits (Prunus domestica) cv. Damson  تأثير الغمر في كلوريد الكالسيوم ومستخلص أوراق النيم في …,Agriculture & Forestry / Crop Science / Plum storage with neem and calcium,,,,,,,
3070,Effect of Salicylic acid and Potassium metabisulfite on Postharvest quality of plum cv. Qadri,Agriculture & Forestry / Crop Science / Plum postharvest treatment,,,,,,,
3071,Effect of Immersion in Garlic and Dill Seed Extract on some Storability Parameters of Potato Tubers,Agriculture & Forestry / Crop Science / Potato storage with plant extract,,,,,,,
3072,Effect of  immersing in several plant extract on the storability of  peach fruits cv. Dixi red,Agriculture & Forestry / Crop Science / Peach storage and extracts,,,,,,,
3073,"Physiological Role of Some Nutrients and Neem Extract on Qualitative, Quantitative and Storability of Rain-fed Damson plum fruit  Prunus domestica L.",Agriculture & Forestry / Crop Science / Nutrients and neem on plum,,,,,,,
3074,Effect of Packaging Type and Heat Treatments on the Storability of Pomegranate Fruits (Punica granatum L. cv. Salakhani),Agriculture & Forestry / Crop Science / Packaging and heat for pomegranate,,,,,,,
3075,Effect of GA3 and some nutrients of pomegranate fruit (Punica granatum L.) Splitting and storability cv,Agriculture & Forestry / Crop Science / GA3 effect on pomegranate splitting,,,,,,,
3076,Effect of GA3 and some nutrients of pomegranate fruit (Punica granatum L.) Splitting and storability CV.(Salakhani),Agriculture & Forestry / Crop Science / Pomegranate splitting and storability,,,,,,,
3077,Hesperetin Impacts during Cryopreservation on Rooster Semen Fertility and Hatchability,Life Sciences / Biology / Hesperetin in rooster semen storage,,,,,,,
3078,DIFFERENT LEVELS OF SALICYLIC ACID AND DROUGHT IMPACTS ON MAIN PHYTOCHEMICAL COMPOUNDS OF SUNFLOWER (HELIANTHUS ANNUUS L.),Agriculture & Forestry / Crop Science / Salicylic and drought on sunflower,,,,,,,
3079,Effects of adding Powdered Arugula (Eruca sativa) Seed on some of Physiological and biochemical blood Parameters in local Male Rabbits under Oxidative Stress.,Life Sciences / Biology / Arugula seed effects under stress,,,,,,,
3080,Effect of Different Levels of Hesperetin on the Quality of Rooster Semen,Life Sciences / Biology / Hesperetin effect on rooster semen,,,,,,,
3081,Assessing the Antioxidant Potential of Ginger Aqueous Extract on H2O2 Induced Oxidative Stress in Local Rabbits: A Comprehensive Study of Hematological Parameters,Life Sciences / Biochemistry / Ginger extract on oxidative stress,,,,,,,
3082,"MOLECULAR CHARACTERIZATION OF ESCHERICHIA COLI AND STAPHYLOCOCCUS SPECIES ISOLATED FROM RAW MEAT OF DIFFERENT ANIMALS IN SULAIMANI CITY, IRAQ: bacterial spoilage of meat",Life Sciences / Microbiology / E. coli and Staph in raw meat,,,,,,,
3083,"Prevalence and molecular characterization of Beta-lactamase resistance gene in multidrug resistance bacteria, Proteus spp.",Life Sciences / Microbiology / Beta-lactamase gene in Proteus,,,,,,,
3084,The Effect of High Doses of Fish Oil as A Source of (Omega-3) in The Production and Physiological Performance in Local Rabbits,Life Sciences / Biology / Fish oil in rabbit performance,,,,,,,
3085,The Effect of Using Urea-Dates Dibis Blocks With Different Levels of Concentrate Feed on The Main and Secondary Cuts and Some Internal Organs in Awassi Lambs Carcasses.,Agriculture & Forestry / Animal Science / Urea-dates feed on lamb carcass,,,,,,,
3086,Impacts of Diverse Phosphatic Fertilizer Applications on Metal Dynamics and Environmental Sustainability,Environmental Studies / Environmental Policy / Phosphatic fertilizer impact,,,,,,,
3087,Effect of firm size on the association between capital structure and profitability,Business & Management / Finance / Firm size and capital structure,,,,,,,
3088,Corporate Governance and Its Relationship with the Working Capital Management in Europe,Business & Management / Finance / Governance and working capital,,,,,,,
3089,Corporate governance and capital structure: Evidence from Europe,Business & Management / Finance / Governance and capital structure,,,,,,,
3090,The Phenomenon of Money Laundering and Its Impact on Economic Growth in Iraq,Economics & Finance / Financial Markets / Money laundering and growth,,,,,,,
3091,The Effect of Capital Structure on Financial Performance “Applied study in Turkish Stock Exchange”,Business & Management / Finance / Capital structure and performance,,,,,,,
3092,The Impact of Taxation as an Aid to Economic Development (Applied Study in Kurdistan Regional Government),Economics & Finance / Macroeconomics / Taxation and development,,,,,,,
3093,"An analysis of the influence of ownership structure, investment, liquidity and risk to firm value: Evidence from Indonesia",Business & Management / Finance / Ownership and firm value,,,,,,,
3094,S.(2018). Analysis of Financial Performance based on Liquidity and Profitability Ratio (Case Study on PT Unilever in period 2013-2017),Business & Management / Finance / Liquidity and profitability,,,,,,,
3095,Prevalence and predictive factors associated with stunting in preschool children in a governorate of Iraq: a community-based cross-sectional study,Health Sciences / Public Health / Stunting in preschool children,,,,,,,
3096,"Huda J. Mhamad, Zana B. Najmadden 2, Kaihan H. Hama Salih, Dlkhwaz A. Hama, Hiwa O. Abdullah 3, 4, Karzan M. Hasan 3, Honar O. Kareem 3, Bilal A. Mohammed 3, Fattah H. Fattah 3 …",///,,,,,,,
3097,"Evaluation of chemical, bioactive compounds and minerals of three mulberry species",Agriculture & Forestry / Crop Science / Mulberry compound analysis,,,,,,,
